# Pathway	RL509-mf_nonrrna_nohost_merged_Abundance	RL511-mf_nonrrna_nohost_merged_Abundance	RL514-mf_nonrrna_nohost_merged_Abundance	RL516-mf_nonrrna_nohost_merged_Abundance	RL518-mf_nonrrna_nohost_merged_Abundance	RL528-mf_nonrrna_nohost_merged_Abundance	RL568-mf_nonrrna_nohost_merged_Abundance	RL569-mf_nonrrna_nohost_merged_Abundance	RL573-mf_nonrrna_nohost_merged_Abundance	RL585-mf_nonrrna_nohost_merged_Abundance	RL591-mf_nonrrna_nohost_merged_Abundance	RL601-mf_nonrrna_nohost_merged_Abundance	RL605-mf_nonrrna_nohost_merged_Abundance	RL606-mf_nonrrna_nohost_merged_Abundance	RL607-mf_nonrrna_nohost_merged_Abundance	RL610-mf_nonrrna_nohost_merged_Abundance	RL613-mf_nonrrna_nohost_merged_Abundance	RL616-mf_nonrrna_nohost_merged_Abundance	RL619-mf_nonrrna_nohost_merged_Abundance	RL621-mf_nonrrna_nohost_merged_Abundance	RL625-mf_nonrrna_nohost_merged_Abundance	RL627-mf_nonrrna_nohost_merged_Abundance	RL628-mf_nonrrna_nohost_merged_Abundance	RL641-mf_nonrrna_nohost_merged_Abundance	RL651-mf_nonrrna_nohost_merged_Abundance	RL654-mf_nonrrna_nohost_merged_Abundance	RL656-12_nonrrna_nohost_merged_Abundance	RL656-3_nonrrna_nohost_merged_Abundance	RL656-6_nonrrna_nohost_merged_Abundance	RL656-mf_nonrrna_nohost_merged_Abundance	RL659-mf_nonrrna_nohost_merged_Abundance	RL663-mf_nonrrna_nohost_merged_Abundance	RL665-mf_nonrrna_nohost_merged_Abundance	RL667-mf_nonrrna_nohost_merged_Abundance	RL668-mf_nonrrna_nohost_merged_Abundance	RL679-mf_nonrrna_nohost_merged_Abundance	RL680-mf_nonrrna_nohost_merged_Abundance	RL682-mf_nonrrna_nohost_merged_Abundance	RL683-mf_nonrrna_nohost_merged_Abundance	RL686-mf_nonrrna_nohost_merged_Abundance	RL691-mf_nonrrna_nohost_merged_Abundance	RL693-mf_nonrrna_nohost_merged_Abundance	RL700-mf_nonrrna_nohost_merged_Abundance	RL703-mf_nonrrna_nohost_merged_Abundance	RL704-mf_nonrrna_nohost_merged_Abundance	RL725-mf_nonrrna_nohost_merged_Abundance
UNMAPPED	0.661303	0.502862	0.665485	0.629435	0.52399	0.525269	0.559325	0.539885	0.57865	0.54792	0.4614	0.470559	0.636991	0.545594	0.485797	0.513688	0.567142	0.507477	0.35074	0.401711	0.65739	0.298055	0.216222	0.44601	0.327798	0.620367	0.319603	0.321856	0.30617	0.329468	0.394639	0.440197	0.54171	0.480717	0.392533	0.622573	0.371976	0.478756	0.451365	0.262577	0.280633	0.460758	0.448663	0.255189	0.313186	0.264637
UNINTEGRATED	0.337	0.480569	0.332871	0.365249	0.461211	0.472024	0.434697	0.452177	0.401622	0.437256	0.521628	0.50779	0.359889	0.447031	0.508525	0.479356	0.423992	0.483019	0.626072	0.586531	0.337702	0.668803	0.724865	0.53624	0.642939	0.372273	0.641873	0.644378	0.67345	0.643993	0.587818	0.553953	0.447873	0.506757	0.592785	0.370778	0.59416	0.495403	0.529586	0.66372	0.683377	0.52413	0.531939	0.708452	0.669894	0.694523
UNINTEGRATED|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000484072	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00744121	0	0	0	0.002817	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46221e-05
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	0.000389464	0	0	0.00200633	0	0	0	0.000745217	0	0.000344351	0.00138425	0	0	0	0	0.000465997	0.00128443	0	0	0	0.00391121	0.00194443	0	0	0	0.00145939	0.000886561	0	0.000800362	0	0	0.000313342	0	0	0	0.000270382	0	0.00292041	0.00135814	0	0	0	0.000477615	0	0
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000833627	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	0.00203071	0	0	0	0	0	0	0	0	0	0.00198646	0	0	0	0	0	0.00154542	0.000615901	0	0	0	0	0	0	0.00302342	0	0	0	0.00203861	0	0	0.00362433	0	0.00088313	0.00477084	0.00141003	0	0.00138747	0.000524684	0	0.00820974	0.0022138	0	0.00154378	0	0.00962986
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000886595	0.00075819	0	0.000516787	0	0	0.00122177	0	0	0	0	0.000610198	0	0.000786161	0	0	0.00100521	0	0.00230063
UNINTEGRATED|g__Allisonella.s__Allisonella_histaminiformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216866	0	0	0	0	0	0	0	0	0	0	0	0	0.00229415	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00705481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0.00187474	0	0.00204765	0	0	0	0	0	0	0	0.0013666	0	0	0.00526235	0.0127519	0	0.00301694	0	0.00164188	0	0	0.000958334	0.000743667	0	0	0	0.000704234	0	0.00054574	0.000284432	0	0.000759969	0.00263619	0.000868408	0.00324612	0	0	0.0041869
UNINTEGRATED|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185532	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0.00755275	0	0	0	0	0	0	0.0222646	0	0	0	0.00995175	0	0	0	0	0.00553866	0	0.00588623	0.00181804	0	0	0.00588978	0.0160887	0.00735995	0	0.00712352	0.00646755	0.0229044	0.0110451	0	0.00473959	0.006136	0	0	0.0155093	0	0	0.0373819	0.0152417
