# Pathway	RL509-mf_nonrrna_nohost_merged_Coverage	RL511-mf_nonrrna_nohost_merged_Coverage	RL514-mf_nonrrna_nohost_merged_Coverage	RL516-mf_nonrrna_nohost_merged_Coverage	RL518-mf_nonrrna_nohost_merged_Coverage	RL528-mf_nonrrna_nohost_merged_Coverage	RL568-mf_nonrrna_nohost_merged_Coverage	RL569-mf_nonrrna_nohost_merged_Coverage	RL573-mf_nonrrna_nohost_merged_Coverage	RL585-mf_nonrrna_nohost_merged_Coverage	RL591-mf_nonrrna_nohost_merged_Coverage	RL601-mf_nonrrna_nohost_merged_Coverage	RL605-mf_nonrrna_nohost_merged_Coverage	RL606-mf_nonrrna_nohost_merged_Coverage	RL607-mf_nonrrna_nohost_merged_Coverage	RL610-mf_nonrrna_nohost_merged_Coverage	RL613-mf_nonrrna_nohost_merged_Coverage	RL616-mf_nonrrna_nohost_merged_Coverage	RL619-mf_nonrrna_nohost_merged_Coverage	RL621-mf_nonrrna_nohost_merged_Coverage	RL625-mf_nonrrna_nohost_merged_Coverage	RL627-mf_nonrrna_nohost_merged_Coverage	RL628-mf_nonrrna_nohost_merged_Coverage	RL641-mf_nonrrna_nohost_merged_Coverage	RL651-mf_nonrrna_nohost_merged_Coverage	RL654-mf_nonrrna_nohost_merged_Coverage	RL656-12_nonrrna_nohost_merged_Coverage	RL656-3_nonrrna_nohost_merged_Coverage	RL656-6_nonrrna_nohost_merged_Coverage	RL656-mf_nonrrna_nohost_merged_Coverage	RL659-mf_nonrrna_nohost_merged_Coverage	RL663-mf_nonrrna_nohost_merged_Coverage	RL665-mf_nonrrna_nohost_merged_Coverage	RL667-mf_nonrrna_nohost_merged_Coverage	RL668-mf_nonrrna_nohost_merged_Coverage	RL679-mf_nonrrna_nohost_merged_Coverage	RL680-mf_nonrrna_nohost_merged_Coverage	RL682-mf_nonrrna_nohost_merged_Coverage	RL683-mf_nonrrna_nohost_merged_Coverage	RL686-mf_nonrrna_nohost_merged_Coverage	RL691-mf_nonrrna_nohost_merged_Coverage	RL693-mf_nonrrna_nohost_merged_Coverage	RL700-mf_nonrrna_nohost_merged_Coverage	RL703-mf_nonrrna_nohost_merged_Coverage	RL704-mf_nonrrna_nohost_merged_Coverage	RL725-mf_nonrrna_nohost_merged_Coverage
UNMAPPED	0.0375864	0.0229534	0.0535714	0.0247633	0.0205041	0.0483077	0.0287798	0.0217227	0.0194284	0.0282854	0.0211671	0.0189977	0.0389433	0.0252828	0.0401777	0.0193142	0.029067	0.0418011	0.0279828	0.0270412	0.0681171	0.0184178	0.0233592	0.0226547	0.0137425	0.0278176	0.0185602	0.015782	0.0149414	0.0224164	0.0190544	0.0289812	0.0211274	0.0210432	0.0176389	0.0254433	0.016495	0.0196451	0.0166162	0.0178896	0.0147243	0.0187199	0.0171526	0.0186954	0.0175441	0.0110397
UNINTEGRATED	0.0375864	0.0229534	0.0535714	0.0247633	0.0205041	0.0483077	0.0287798	0.0217227	0.0194284	0.0282854	0.0211671	0.0189977	0.0389433	0.0252828	0.0401777	0.0193142	0.029067	0.0418011	0.0279828	0.0270412	0.0681171	0.0184178	0.0233592	0.0226547	0.0137425	0.0278176	0.0185602	0.015782	0.0149414	0.0224164	0.0190544	0.0289812	0.0211274	0.0210432	0.0176389	0.0254433	0.016495	0.0196451	0.0166162	0.0178896	0.0147243	0.0187199	0.0171526	0.0186954	0.0175441	0.0110397
UNINTEGRATED|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016495	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015782	0	0	0	0.0289812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110397
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	0.0229534	0	0	0.0205041	0	0	0	0.0194284	0	0.0211671	0.0189977	0	0	0	0	0.029067	0.0418011	0	0	0	0.0184178	0.0233592	0	0	0	0.0185602	0.015782	0	0.0224164	0	0	0.0211274	0	0	0	0.016495	0	0.0166162	0.0178896	0	0	0	0.0186954	0	0
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0211274	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	0.0375864	0	0	0	0	0	0	0	0	0	0.0211671	0	0	0	0	0	0.029067	0.0418011	0	0	0	0	0	0	0.0137425	0	0	0	0.0149414	0	0	0.0289812	0	0.0210432	0.0176389	0.0254433	0	0.0196451	0.0166162	0	0.0147243	0.0187199	0	0.0186954	0	0.0110397
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015782	0.0149414	0	0.0190544	0	0	0.0210432	0	0	0	0	0.0166162	0	0.0147243	0	0	0.0186954	0	0.0110397
UNINTEGRATED|g__Allisonella.s__Allisonella_histaminiformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185602	0	0	0	0	0	0	0	0	0	0	0	0	0.0178896	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0226547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0.0194284	0	0.0211671	0	0	0	0	0	0	0	0.0279828	0	0	0.0184178	0.0233592	0	0.0137425	0	0.0185602	0	0	0.0224164	0.0190544	0	0	0	0.0176389	0	0.016495	0.0196451	0	0.0178896	0.0147243	0.0187199	0.0171526	0	0	0.0110397
UNINTEGRATED|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166162	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0.0287798	0	0	0	0	0	0	0.0252828	0	0	0	0.0418011	0	0	0	0	0.0233592	0	0.0137425	0.0278176	0	0	0.0149414	0.0224164	0.0190544	0	0.0211274	0.0210432	0.0176389	0.0254433	0	0.0196451	0.0166162	0	0	0.0187199	0	0	0.0175441	0.0110397
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278176	0	0	0.0149414	0	0.0190544	0	0	0	0	0	0	0	0	0	0	0.0187199	0	0.0186954	0	0.0110397
UNINTEGRATED|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278176	0	0	0	0	0.0190544	0	0	0	0.0176389	0	0	0	0	0	0.0147243	0.0187199	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233592	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016495	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0.0194284	0	0	0	0	0	0	0	0	0	0.0279828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016495	0	0	0	0.0147243	0	0	0	0	0.0110397
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	0.0375864	0	0.0535714	0	0	0	0	0.0217227	0.0194284	0.0282854	0	0	0.0389433	0	0	0	0.029067	0	0	0	0	0	0.0233592	0	0.0137425	0	0	0	0	0	0.0190544	0.0289812	0.0211274	0.0210432	0.0176389	0.0254433	0	0	0	0	0	0	0.0171526	0	0	0.0110397
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	0.0375864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016495	0.0196451	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	0.0375864	0	0	0	0	0	0	0	0	0	0	0	0	0.0252828	0	0	0	0.0418011	0.0279828	0	0	0	0	0	0.0137425	0	0	0	0	0	0.0190544	0	0	0.0210432	0.0176389	0	0	0	0	0	0	0	0	0	0	0
