# Pathway	RL509-mf_nonrrna_nohost_merged_Coverage	RL511-mf_nonrrna_nohost_merged_Coverage	RL514-mf_nonrrna_nohost_merged_Coverage	RL516-mf_nonrrna_nohost_merged_Coverage	RL518-mf_nonrrna_nohost_merged_Coverage	RL528-mf_nonrrna_nohost_merged_Coverage	RL568-mf_nonrrna_nohost_merged_Coverage	RL569-mf_nonrrna_nohost_merged_Coverage	RL573-mf_nonrrna_nohost_merged_Coverage	RL585-mf_nonrrna_nohost_merged_Coverage	RL591-mf_nonrrna_nohost_merged_Coverage	RL601-mf_nonrrna_nohost_merged_Coverage	RL605-mf_nonrrna_nohost_merged_Coverage	RL606-mf_nonrrna_nohost_merged_Coverage	RL607-mf_nonrrna_nohost_merged_Coverage	RL610-mf_nonrrna_nohost_merged_Coverage	RL613-mf_nonrrna_nohost_merged_Coverage	RL616-mf_nonrrna_nohost_merged_Coverage	RL619-mf_nonrrna_nohost_merged_Coverage	RL621-mf_nonrrna_nohost_merged_Coverage	RL625-mf_nonrrna_nohost_merged_Coverage	RL627-mf_nonrrna_nohost_merged_Coverage	RL628-mf_nonrrna_nohost_merged_Coverage	RL641-mf_nonrrna_nohost_merged_Coverage	RL651-mf_nonrrna_nohost_merged_Coverage	RL654-mf_nonrrna_nohost_merged_Coverage	RL656-12_nonrrna_nohost_merged_Coverage	RL656-3_nonrrna_nohost_merged_Coverage	RL656-6_nonrrna_nohost_merged_Coverage	RL656-mf_nonrrna_nohost_merged_Coverage	RL659-mf_nonrrna_nohost_merged_Coverage	RL663-mf_nonrrna_nohost_merged_Coverage	RL665-mf_nonrrna_nohost_merged_Coverage	RL667-mf_nonrrna_nohost_merged_Coverage	RL668-mf_nonrrna_nohost_merged_Coverage	RL679-mf_nonrrna_nohost_merged_Coverage	RL680-mf_nonrrna_nohost_merged_Coverage	RL682-mf_nonrrna_nohost_merged_Coverage	RL683-mf_nonrrna_nohost_merged_Coverage	RL686-mf_nonrrna_nohost_merged_Coverage	RL691-mf_nonrrna_nohost_merged_Coverage	RL693-mf_nonrrna_nohost_merged_Coverage	RL700-mf_nonrrna_nohost_merged_Coverage	RL703-mf_nonrrna_nohost_merged_Coverage	RL704-mf_nonrrna_nohost_merged_Coverage	RL725-mf_nonrrna_nohost_merged_Coverage
UNMAPPED	37586.4	22953.4	53571.4	24763.3	20504.1	48307.7	28779.8	21722.7	19428.4	28285.4	21167.1	18997.7	38943.3	25282.8	40177.7	19314.2	29067	41801.1	27982.8	27041.2	68117.1	18417.8	23359.2	22654.7	13742.5	27817.6	18560.2	15782	14941.4	22416.4	19054.4	28981.2	21127.4	21043.2	17638.9	25443.3	16495	19645.1	16616.2	17889.6	14724.3	18719.9	17152.6	18695.4	17544.1	11039.7
UNINTEGRATED	37586.4	22953.4	53571.4	24763.3	20504.1	48307.7	28779.8	21722.7	19428.4	28285.4	21167.1	18997.7	38943.3	25282.8	40177.7	19314.2	29067	41801.1	27982.8	27041.2	68117.1	18417.8	23359.2	22654.7	13742.5	27817.6	18560.2	15782	14941.4	22416.4	19054.4	28981.2	21127.4	21043.2	17638.9	25443.3	16495	19645.1	16616.2	17889.6	14724.3	18719.9	17152.6	18695.4	17544.1	11039.7
UNINTEGRATED|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16495	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15782	0	0	0	28981.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11039.7
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	22953.4	0	0	20504.1	0	0	0	19428.4	0	21167.1	18997.7	0	0	0	0	29067	41801.1	0	0	0	18417.8	23359.2	0	0	0	18560.2	15782	0	22416.4	0	0	21127.4	0	0	0	16495	0	16616.2	17889.6	0	0	0	18695.4	0	0
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21127.4	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14941.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	37586.4	0	0	0	0	0	0	0	0	0	21167.1	0	0	0	0	0	29067	41801.1	0	0	0	0	0	0	13742.5	0	0	0	14941.4	0	0	28981.2	0	21043.2	17638.9	25443.3	0	19645.1	16616.2	0	14724.3	18719.9	0	18695.4	0	11039.7
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15782	14941.4	0	19054.4	0	0	21043.2	0	0	0	0	16616.2	0	14724.3	0	0	18695.4	0	11039.7
UNINTEGRATED|g__Allisonella.s__Allisonella_histaminiformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18560.2	0	0	0	0	0	0	0	0	0	0	0	0	17889.6	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22654.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	19428.4	0	21167.1	0	0	0	0	0	0	0	27982.8	0	0	18417.8	23359.2	0	13742.5	0	18560.2	0	0	22416.4	19054.4	0	0	0	17638.9	0	16495	19645.1	0	17889.6	14724.3	18719.9	17152.6	0	0	11039.7
UNINTEGRATED|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16616.2	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	28779.8	0	0	0	0	0	0	25282.8	0	0	0	41801.1	0	0	0	0	23359.2	0	13742.5	27817.6	0	0	14941.4	22416.4	19054.4	0	21127.4	21043.2	17638.9	25443.3	0	19645.1	16616.2	0	0	18719.9	0	0	17544.1	11039.7
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27817.6	0	0	14941.4	0	19054.4	0	0	0	0	0	0	0	0	0	0	18719.9	0	18695.4	0	11039.7
UNINTEGRATED|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27817.6	0	0	0	0	19054.4	0	0	0	17638.9	0	0	0	0	0	14724.3	18719.9	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23359.2	0	0	0	0	0	0	0	0	0	0	0	0	0	16495	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	19428.4	0	0	0	0	0	0	0	0	0	27982.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16495	0	0	0	14724.3	0	0	0	0	11039.7
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	37586.4	0	53571.4	0	0	0	0	21722.7	19428.4	28285.4	0	0	38943.3	0	0	0	29067	0	0	0	0	0	23359.2	0	13742.5	0	0	0	0	0	19054.4	28981.2	21127.4	21043.2	17638.9	25443.3	0	0	0	0	0	0	17152.6	0	0	11039.7
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	37586.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16495	19645.1	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	37586.4	0	0	0	0	0	0	0	0	0	0	0	0	25282.8	0	0	0	41801.1	27982.8	0	0	0	0	0	13742.5	0	0	0	0	0	19054.4	0	0	21043.2	17638.9	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis_CAG_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13742.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	20504.1	48307.7	28779.8	0	19428.4	0	0	18997.7	0	0	0	0	0	0	0	0	0	0	0	0	13742.5	0	0	0	0	22416.4	19054.4	0	21127.4	0	0	0	16495	0	0	0	14724.3	18719.9	0	18695.4	17544.1	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	28779.8	0	0	0	0	0	0	0	40177.7	0	0	0	0	0	0	18417.8	23359.2	0	0	0	0	15782	14941.4	22416.4	0	0	0	0	0	25443.3	0	19645.1	0	0	0	0	0	0	17544.1	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_galacturonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16495	0	0	0	0	0	17152.6	0	0	11039.7
UNINTEGRATED|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	20504.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25443.3	0	0	16616.2	0	0	18719.9	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis	0	0	53571.4	0	20504.1	48307.7	0	0	0	0	0	0	0	25282.8	0	0	0	0	0	0	0	0	0	0	13742.5	0	0	0	0	0	0	0	21127.4	21043.2	17638.9	0	16495	0	0	0	0	18719.9	0	18695.4	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	28285.4	21167.1	0	0	25282.8	0	0	0	0	0	0	0	0	23359.2	0	13742.5	27817.6	18560.2	0	0	22416.4	19054.4	0	0	21043.2	17638.9	25443.3	0	0	16616.2	0	14724.3	18719.9	0	0	17544.1	11039.7
UNINTEGRATED|g__Bacteroides.s__Bacteroides_plebeius	0	0	0	0	0	0	0	0	19428.4	28285.4	0	0	0	0	0	0	0	0	0	0	0	0	23359.2	0	0	0	0	15782	0	0	0	0	0	0	0	0	16495	0	0	0	14724.3	0	0	0	0	11039.7
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	0	21722.7	19428.4	0	0	0	0	0	40177.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21043.2	0	0	0	0	0	0	14724.3	0	0	0	17544.1	11039.7
