"Var1"	"Var2"	"value"
"1"	"Leu.Ile"	"Val"	0.896449530351951
"2"	"Phe"	"Val"	0.602098276204385
"3"	"Tyr"	"Val"	0.600557170161728
"4"	"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Val"	-0.0567018063776521
"5"	"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Val"	-0.0700552538409281
"6"	"COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic..g__Prevotella.s__Prevotella_copri"	"Val"	-0.0835724910625345
"7"	"DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Val"	-0.182683490313734
"8"	"HISTSYN.PWY..L.histidine.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Val"	-0.0977339394287396
"9"	"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Prevotella.s__Prevotella_copri"	"Val"	-0.0992094874720297
"10"	"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Prevotella.s__Prevotella_copri"	"Val"	-0.173985257673721
"11"	"PWY.1042..glycolysis.IV.g__Prevotella.s__Prevotella_copri"	"Val"	-0.19341616175488
"12"	"PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Val"	-0.118958228658179
"13"	"PWY.2942..L.lysine.biosynthesis.III.g__Prevotella.s__Prevotella_copri"	"Val"	-0.218512646234643
"14"	"PWY.5097..L.lysine.biosynthesis.VI.g__Prevotella.s__Prevotella_copri"	"Val"	-0.0432148918093329
"15"	"PWY.5103..L.isoleucine.biosynthesis.III.g__Prevotella.s__Prevotella_copri"	"Val"	-0.103597130652611
"16"	"PWY.5686..UMP.biosynthesis.I.g__Prevotella.s__Prevotella_copri"	"Val"	-0.193747502977418
"17"	"PWY.5695..inosine.5..phosphate.degradation.g__Prevotella.s__Prevotella_copri"	"Val"	-0.0909524007745005
"18"	"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Prevotella.s__Prevotella_copri"	"Val"	-0.160422932465302
"19"	"PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I.g__Prevotella.s__Prevotella_copri"	"Val"	-0.0602180617695027
"20"	"PWY.6151..S.adenosyl.L.methionine.salvage.I.g__Prevotella.s__Prevotella_copri"	"Val"	-0.230125738180114
"21"	"PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.g__Prevotella.s__Prevotella_copri"	"Val"	-0.118958228658179
"22"	"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Val"	-0.160422932465302
"23"	"PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Prevotella.s__Prevotella_copri"	"Val"	-0.273941493351691
"24"	"PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g__Prevotella.s__Prevotella_copri"	"Val"	-0.164427047526835
"25"	"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Prevotella.s__Prevotella_copri"	"Val"	-0.162017003046911
"26"	"PWY.6609..adenine.and.adenosine.salvage.III.g__Prevotella.s__Prevotella_copri"	"Val"	-0.0797088511138912
"27"	"PWY.6700..queuosine.biosynthesis.I..de.novo..g__Prevotella.s__Prevotella_copri"	"Val"	-0.122332112058999
"28"	"PWY.6703..preQ0.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Val"	-0.0977339394287396
"29"	"PWY.6897..thiamine.diphosphate.salvage.II.g__Prevotella.s__Prevotella_copri"	"Val"	-0.207390732245907
"30"	"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Val"	-0.151708833063762
"31"	"PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Prevotella.s__Prevotella_copri"	"Val"	-0.207390732245907
"32"	"PWY.7790..UMP.biosynthesis.II.g__Prevotella.s__Prevotella_copri"	"Val"	-0.193747502977418
"33"	"PWY.7791..UMP.biosynthesis.III.g__Prevotella.s__Prevotella_copri"	"Val"	-0.193747502977418
"34"	"PWY.7851..coenzyme.A.biosynthesis.II..eukaryotic..g__Prevotella.s__Prevotella_copri"	"Val"	-0.110822453315568
"35"	"PWY.7953..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.III..meso.diaminopimelate.containing..g__Prevotella.s__Prevotella_copri"	"Val"	-0.185868437856336
"36"	"PWY.7977..L.methionine.biosynthesis.IV.g__Prevotella.s__Prevotella_copri"	"Val"	-0.216011951839439
"37"	"PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing..g__Prevotella.s__Prevotella_copri"	"Val"	-0.184939491829373
"38"	"RHAMCAT.PWY..L.rhamnose.degradation.I.g__Prevotella.s__Prevotella_copri"	"Val"	-0.0883940996683696
"39"	"VALSYN.PWY..L.valine.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Val"	-0.188692871036378
"40"	"Val"	"Leu.Ile"	0.896449530351951
"41"	"Phe"	"Leu.Ile"	0.581555239449976
"42"	"Tyr"	"Leu.Ile"	0.455903271692745
"43"	"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Prevotella.s__Prevotella_copri"	"Leu.Ile"	-0.102057202032388
